Inventory_ID,PO_ID,Product_ID,Warehouse_ID,Snapshot_Date,Opening_Stock,Stock_In,Stock_Out,Closing_Stock,Reorder_Level,Safety_Stock,Inventory_Value_INR,Stock_Status,Capacity_Utilization_Percent,Calculated_Closing_Stock,Inventory_Quality_Flag
INVT000232,PO000232,P0107,WH004,2026-05-02,293,556,138,711,328,235,21448637.46,Normal,4.87,711,Valid
INVT000233,PO000233,P0292,WH001,2025-07-08,1369,202,92,1479,355,98,88798272.6,Normal,6.38,1479,Valid
INVT000234,PO000234,P0006,WH004,2025-02-23,486,263,18,731,205,68,53353292.32,Normal,5.0,731,Valid
INVT000235,PO000235,P0244,WH001,2026-06-06,163,808,810,161,54,42,2172883.37,Normal,0.6900000000000001,161,Valid
INVT000236,PO000236,P0082,WH001,2025-10-23,320,689,728,281,151,103,15834605.71,Normal,1.21,281,Valid
INVT000237,PO000237,P0017,WH004,2025-04-21,1674,582,253,2003,419,65,158765111.0,Normal,13.71,2003,Valid
INVT000238,PO000238,P0202,WH003,2026-03-21,107,690,306,491,297,174,17062264.73,Normal,1.8399999999999999,491,Valid
INVT000239,PO000239,P0251,WH002,2026-07-15,691,830,694,827,184,38,29810405.88,Normal,4.46,827,Valid
INVT000240,PO000240,P0077,WH004,2025-10-26,36,912,706,242,173,144,8733387.96,Normal,1.6600000000000001,242,Valid
INVT000241,PO000241,P0174,WH004,2025-03-29,423,998,1497,0,391,52,0.0,Stockout,0.0,0,Valid
INVT000242,PO000242,P0112,WH002,2026-03-12,1087,558,431,1214,439,184,26705960.48,Normal,6.55,1214,Valid
INVT000243,PO000243,P0015,WH001,2026-06-13,322,748,34,1036,340,128,75296676.84,Normal,4.47,1036,Valid
INVT000244,PO000244,P0226,WH004,2025-11-17,285,435,105,615,229,114,6504203.1,Normal,4.21,615,Valid
INVT000245,PO000245,P0029,WH003,2025-11-24,181,841,449,573,236,45,36404036.55,Normal,2.15,573,Valid
INVT000246,PO000246,P0287,WH003,2026-05-17,806,749,480,1075,254,99,87429868.25,Normal,4.03,1075,Valid
INVT000247,PO000247,P0095,WH001,2026-02-24,812,477,584,705,393,151,16583665.65,Normal,3.04,705,Valid
INVT000248,PO000248,P0041,WH002,2026-06-09,1261,15,0,1276,372,143,47430502.24,Normal,6.88,1276,Valid
INVT000249,PO000249,P0145,WH001,2026-03-31,100,154,188,66,30,79,4454007.36,Normal,0.28,66,Valid
INVT000250,PO000250,P0134,WH002,2025-08-05,962,456,274,1144,245,14,17246703.76,Normal,6.17,1144,Valid
INVT000251,PO000251,P0157,WH003,2025-12-02,501,847,951,397,432,85,8655961.71,Reorder,1.49,397,Valid
INVT000252,PO000252,P0191,WH003,2026-03-20,1485,790,477,1798,429,204,128751687.4,Normal,6.75,1798,Valid
INVT000253,PO000253,P0053,WH003,2025-07-22,188,104,63,229,53,166,8362523.53,Normal,0.86,229,Valid
INVT000254,PO000254,P0157,WH001,2025-05-06,1049,20,11,1058,432,85,20363728.04,Normal,4.57,1058,Valid
INVT000255,PO000255,P0238,WH001,2025-11-18,673,802,1025,450,179,171,22583056.5,Normal,1.94,450,Valid
INVT000256,PO000256,P0273,WH004,2025-04-11,203,448,20,631,217,132,40401049.62,Normal,4.32,631,Valid
INVT000257,PO000257,P0297,WH003,2026-02-07,713,690,18,1385,364,12,37248730.15,Normal,5.2,1385,Valid
INVT000258,PO000258,P0205,WH001,2025-02-14,1817,277,172,1922,480,72,53744636.14,Normal,8.29,1922,Valid
INVT000259,PO000259,P0155,WH002,2025-03-25,1348,297,117,1528,338,157,72632991.04,Normal,8.24,1528,Valid
INVT000260,PO000260,P0146,WH002,2025-01-26,125,144,8,261,52,166,16124428.62,Overstock,1.4100000000000001,261,Valid
INVT000261,PO000261,P0282,WH002,2025-06-30,800,973,1004,769,246,248,30040908.1,Normal,4.15,769,Valid
INVT000262,PO000262,P0242,WH001,2025-11-29,182,173,119,236,228,88,2622401.32,Normal,1.02,236,Valid
INVT000263,PO000263,P0097,WH001,2025-04-02,205,794,635,364,197,84,26413485.28,Normal,1.57,364,Valid
INVT000264,PO000264,P0229,WH002,2025-12-11,413,579,636,356,220,105,2333636.96,Normal,1.92,356,Valid
INVT000265,PO000265,P0043,WH002,2025-11-17,1533,820,988,1365,466,119,27218823.45,Normal,7.36,1365,Valid
INVT000266,PO000266,P0190,WH003,2025-08-18,698,20,6,712,238,85,47308006.96,Normal,2.67,712,Valid
INVT000267,PO000267,P0267,WH004,2025-08-11,1095,760,1084,771,309,30,8128945.98,Normal,5.28,771,Valid
INVT000268,PO000268,P0079,WH004,2025-05-16,106,17,20,103,63,108,4924690.59,Normal,0.71,103,Valid
INVT000269,PO000269,P0153,WH003,2025-07-11,21,808,1161,0,441,216,0.0,Stockout,0.0,0,Valid
INVT000270,PO000270,P0155,WH001,2025-07-28,337,389,320,406,338,157,19563576.9,Normal,1.75,406,Valid
INVT000271,PO000271,P0258,WH004,2025-07-08,829,460,333,956,331,246,25796206.88,Normal,6.54,956,Valid
INVT000272,PO000272,P0038,WH004,2025-02-12,439,609,376,672,339,40,20666667.84,Normal,4.6,672,Valid
INVT000273,PO000273,P0252,WH003,2025-11-14,108,908,367,649,413,213,745259.68,Normal,2.44,649,Valid
INVT000274,PO000274,P0017,WH001,2025-03-14,311,474,350,435,419,65,32085173.7,Normal,1.88,435,Valid
INVT000275,PO000275,P0290,WH001,2025-02-24,178,946,587,537,95,201,39652472.01,Overstock,2.32,537,Valid
INVT000276,PO000276,P0235,WH004,2026-02-11,5,472,237,240,300,200,11383912.8,Reorder,1.6400000000000001,240,Valid
INVT000277,PO000277,P0026,WH002,2025-07-20,515,207,1,721,171,23,61645182.76,Normal,3.89,721,Valid
INVT000278,PO000278,P0091,WH001,2025-12-28,597,238,132,703,382,83,21816255.24,Normal,3.03,703,Valid
INVT000279,PO000279,P0061,WH004,2025-03-03,681,44,49,676,232,52,25217206.56,Normal,4.63,676,Valid
INVT000280,PO000280,P0197,WH003,2026-07-12,717,267,103,881,223,17,21145444.84,Normal,3.31,881,Valid
INVT000281,PO000281,P0297,WH002,2025-08-31,628,905,480,1053,364,12,28210196.43,Normal,5.68,1053,Valid
INVT000282,PO000282,P0184,WH001,2026-01-06,167,601,619,149,157,106,10042965.05,Reorder,0.64,149,Valid
INVT000283,PO000283,P0030,WH002,2025-10-28,955,438,482,911,258,168,74892544.76,Normal,4.91,911,Valid
INVT000284,PO000284,P0148,WH003,2026-05-31,917,583,589,911,247,48,43017174.03,Normal,3.42,911,Valid
INVT000285,PO000285,P0255,WH003,2025-11-14,48,508,448,108,163,172,4993256.88,Reorder,0.41000000000000003,108,Valid
INVT000286,PO000286,P0014,WH003,2026-07-11,82,622,44,660,31,150,15569268.0,Overstock,2.48,660,Valid
INVT000287,PO000287,P0277,WH003,2025-01-10,18,188,74,132,33,25,9682999.92,Normal,0.5,132,Valid
INVT000288,PO000288,P0157,WH002,2026-04-15,294,112,149,257,432,85,5281393.69,Reorder,1.3900000000000001,257,Valid
INVT000289,PO000289,P0267,WH002,2025-02-14,772,780,217,1335,309,30,16449189.15,Normal,7.2,1335,Valid
INVT000290,PO000290,P0095,WH002,2025-01-11,184,455,669,0,393,151,0.0,Stockout,0.0,0,Valid
INVT000291,PO000291,P0008,WH003,2026-02-03,296,698,275,719,81,100,43200805.83,Overstock,2.7,719,Valid
INVT000292,PO000292,P0148,WH001,2026-03-21,26,35,42,19,247,48,955964.67,Reorder,0.08,19,Valid
INVT000293,PO000293,P0011,WH001,2025-05-01,207,951,186,972,348,26,61560249.48,Normal,4.19,972,Valid
INVT000294,PO000294,P0243,WH002,2026-03-24,854,269,238,885,377,159,731187.0,Normal,4.77,885,Valid
INVT000295,PO000295,P0134,WH002,2025-08-15,836,43,11,868,245,14,14337103.2,Normal,4.68,868,Valid
INVT000296,PO000296,P0246,WH001,2026-04-22,235,800,125,910,213,207,66255216.3,Normal,3.93,910,Valid
INVT000297,PO000297,P0179,WH003,2025-12-23,162,517,189,490,128,245,3857461.3,Normal,1.8399999999999999,490,Valid
INVT000298,PO000298,P0122,WH003,2026-05-30,305,617,891,31,208,225,1480644.01,Reorder,0.12,31,Valid
INVT000299,PO000299,P0018,WH003,2025-11-29,651,513,325,839,357,159,25368415.11,Normal,3.15,839,Valid
INVT000300,PO000300,P0262,WH001,2026-05-05,448,52,74,426,159,57,27458298.6,Normal,1.8399999999999999,426,Valid
INVT000301,PO000301,P0151,WH004,2025-12-19,601,508,558,551,390,115,3595412.75,Normal,3.77,551,Valid
INVT000302,PO000302,P0103,WH003,2025-09-09,442,437,499,380,161,185,8221972.6,Normal,1.43,380,Valid
INVT000303,PO000303,P0293,WH002,2026-08-03,801,357,337,821,212,211,36158202.86,Normal,4.43,821,Valid
INVT000304,PO000304,P0104,WH001,2025-03-19,594,324,168,750,297,48,17593957.5,Normal,3.24,750,Valid
INVT000305,PO000305,P0160,WH002,2026-07-23,574,620,121,1073,173,173,52738314.82,Overstock,5.79,1073,Valid
INVT000306,PO000306,P0046,WH002,2026-07-08,1748,606,820,1534,486,202,71505876.0,Normal,8.27,1534,Valid
INVT000307,PO000307,P0058,WH001,2025-10-13,1483,91,86,1488,459,191,12699618.72,Normal,6.42,1488,Valid
INVT000308,PO000308,P0242,WH002,2025-07-22,772,56,10,818,228,88,10195821.94,Normal,4.41,818,Valid
INVT000309,PO000309,P0103,WH003,2025-02-14,75,691,751,15,161,185,334597.65,Reorder,0.06,15,Valid
INVT000310,PO000310,P0264,WH002,2025-01-18,412,525,444,493,126,166,7337111.94,Normal,2.66,493,Valid
INVT000311,PO000311,P0188,WH003,2025-09-24,590,321,458,453,324,165,931852.71,Normal,1.7000000000000002,453,Valid
INVT000312,PO000312,P0025,WH003,2025-09-03,1554,799,136,2217,417,19,28706469.78,Overstock,8.32,2217,Valid
INVT000313,PO000313,P0041,WH004,2026-05-16,1063,764,51,1776,372,143,58700920.32,Normal,12.16,1776,Valid
INVT000314,PO000314,P0248,WH003,2025-05-09,1416,852,38,2230,444,184,194266427.7,Overstock,8.37,2230,Valid
INVT000315,PO000315,P0108,WH004,2025-04-01,168,467,371,264,217,213,9731729.04,Normal,1.81,264,Valid
INVT000316,PO000316,P0180,WH004,2025-04-07,825,298,189,934,306,39,32841971.14,Normal,6.39,934,Valid
INVT000317,PO000317,P0180,WH001,2025-11-15,238,609,129,718,306,39,23237150.96,Normal,3.1,718,Valid
INVT000318,PO000318,P0093,WH004,2026-01-14,444,303,82,665,224,216,26381527.55,Normal,4.55,665,Valid
INVT000319,PO000319,P0095,WH002,2025-01-13,1543,614,721,1436,393,151,35741566.12,Normal,7.74,1436,Valid
INVT000320,PO000320,P0044,WH002,2026-03-25,541,505,176,870,177,19,51194323.5,Normal,4.69,870,Valid
INVT000321,PO000321,P0107,WH004,2025-07-18,607,297,220,684,328,235,22335000.84,Normal,4.68,684,Valid
INVT000322,PO000322,P0153,WH003,2025-07-24,222,631,341,512,441,216,15922918.4,Normal,1.92,512,Valid
INVT000323,PO000323,P0163,WH001,2025-05-30,651,663,675,639,201,83,31011155.64,Normal,2.76,639,Valid
INVT000324,PO000324,P0196,WH003,2026-03-18,728,432,298,862,236,215,54346755.36,Normal,3.23,862,Valid
INVT000325,PO000325,P0190,WH003,2025-06-27,362,785,81,1066,238,85,66489628.66,Normal,4.0,1066,Valid
INVT000326,PO000326,P0138,WH003,2026-04-05,255,414,122,547,183,201,31466514.14,Normal,2.05,547,Valid
INVT000327,PO000327,P0094,WH003,2026-06-15,740,686,159,1267,216,65,34594079.31,Overstock,4.75,1267,Valid
INVT000328,PO000328,P0160,WH003,2026-01-04,349,481,552,278,173,173,12103249.86,Normal,1.04,278,Valid
INVT000329,PO000329,P0261,WH001,2026-04-06,21,614,194,441,132,180,2875430.25,Normal,1.9,441,Valid
INVT000330,PO000330,P0226,WH002,2025-04-30,559,321,151,729,229,114,7175649.06,Normal,3.93,729,Valid
INVT000331,PO000331,P0091,WH002,2025-10-22,788,287,305,770,382,83,24152066.4,Normal,4.15,770,Valid
INVT000332,PO000332,P0194,WH002,2025-03-25,20,984,750,254,145,42,19487680.1,Normal,1.37,254,Valid
INVT000333,PO000333,P0208,WH003,2026-01-10,258,557,734,81,159,116,2448817.92,Reorder,0.30000000000000004,81,Valid
INVT000334,PO000334,P0054,WH003,2026-06-29,97,313,332,78,114,156,3767222.16,Reorder,0.29,78,Valid
INVT000335,PO000335,P0026,WH004,2026-07-22,511,270,87,694,171,23,57196849.74,Normal,4.75,694,Valid
INVT000336,PO000336,P0191,WH003,2025-08-17,1499,717,940,1276,429,204,90099903.96,Normal,4.79,1276,Valid
INVT000337,PO000337,P0218,WH001,2025-04-13,52,924,345,631,52,176,27616453.27,Overstock,2.7199999999999998,631,Valid
INVT000338,PO000338,P0133,WH001,2026-04-16,136,842,208,770,118,125,49818214.6,Overstock,3.32,770,Valid
INVT000339,PO000339,P0017,WH001,2025-11-02,265,76,10,331,419,65,25738821.49,Reorder,1.43,331,Valid
INVT000340,PO000340,P0150,WH002,2026-07-20,302,367,376,293,80,75,21064332.56,Normal,1.58,293,Valid
INVT000341,PO000341,P0049,WH004,2025-08-29,579,796,894,481,495,201,14495526.63,Reorder,3.29,481,Valid
INVT000342,PO000342,P0158,WH002,2026-04-07,480,20,23,477,298,222,17124218.91,Normal,2.5700000000000003,477,Valid
INVT000343,PO000343,P0092,WH003,2025-03-18,341,604,620,325,369,36,5761434.25,Reorder,1.22,325,Valid
INVT000344,PO000344,P0111,WH001,2025-07-18,50,257,161,146,40,62,1870067.28,Normal,0.63,146,Valid
INVT000345,PO000345,P0051,WH002,2026-03-22,928,12,17,923,387,133,5191994.99,Normal,4.98,923,Valid
INVT000346,PO000346,P0070,WH002,2026-06-12,986,882,1294,574,306,185,40742640.54,Normal,3.1,574,Valid
INVT000347,PO000347,P0011,WH003,2025-05-15,1023,210,100,1133,348,26,67289187.24,Normal,4.25,1133,Valid
INVT000348,PO000348,P0268,WH002,2025-02-10,469,344,4,809,208,247,18963299.78,Normal,4.36,809,Valid
INVT000349,PO000349,P0033,WH003,2025-08-21,548,459,581,426,441,103,19908117.42,Reorder,1.6,426,Valid
INVT000350,PO000350,P0114,WH003,2025-05-11,199,703,152,750,70,236,58241760.0,Overstock,2.81,750,Valid
INVT000351,PO000351,P0110,WH003,2025-04-11,659,740,577,822,228,116,15501506.16,Normal,3.08,822,Valid
INVT000352,PO000352,P0094,WH003,2025-01-11,529,753,276,1006,216,65,24580131.18,Normal,3.7800000000000002,1006,Valid
INVT000353,PO000353,P0210,WH004,2025-08-27,4,547,218,333,136,236,22809008.16,Normal,2.2800000000000002,333,Valid
INVT000354,PO000354,P0057,WH003,2025-08-27,13,942,206,749,45,53,29482340.23,Overstock,2.81,749,Valid
INVT000355,PO000355,P0237,WH001,2025-12-13,164,212,278,98,290,24,2471438.48,Reorder,0.42,98,Valid
INVT000356,PO000356,P0101,WH001,2025-08-24,105,892,1101,0,36,204,0.0,Stockout,0.0,0,Valid
INVT000357,PO000357,P0133,WH003,2026-07-07,380,994,1432,0,118,125,0.0,Stockout,0.0,0,Valid
INVT000358,PO000358,P0203,WH004,2025-08-15,27,993,146,874,63,71,19288716.78,Overstock,5.98,874,Valid
INVT000359,PO000359,P0075,WH004,2025-12-31,383,775,939,219,105,160,4896982.35,Normal,1.5,219,Valid
INVT000360,PO000360,P0153,WH003,2025-03-02,1602,340,178,1764,441,216,51301653.48,Normal,6.62,1764,Valid
INVT000361,PO000361,P0180,WH001,2025-09-26,133,267,281,119,306,39,4020999.29,Reorder,0.51,119,Valid
INVT000362,PO000362,P0100,WH003,2025-12-16,1130,458,504,1084,311,64,880067.08,Normal,4.07,1084,Valid
INVT000363,PO000363,P0027,WH002,2025-09-13,1199,19,10,1208,495,214,73534958.48,Normal,6.51,1208,Valid
INVT000364,PO000364,P0267,WH002,2026-03-26,89,566,83,572,309,30,7054161.4,Normal,3.08,572,Valid
INVT000365,PO000365,P0298,WH003,2025-05-31,718,320,135,903,432,66,12219964.89,Normal,3.39,903,Valid
INVT000366,PO000366,P0273,WH003,2026-04-08,577,901,198,1280,217,132,82189683.2,Overstock,4.8,1280,Valid
INVT000367,PO000367,P0247,WH001,2025-02-08,203,488,90,601,303,118,19058821.85,Normal,2.59,601,Valid
INVT000368,PO000368,P0189,WH001,2026-01-03,1,877,617,261,72,109,12863110.95,Normal,1.13,261,Valid
INVT000369,PO000369,P0255,WH001,2025-11-18,56,92,69,79,163,172,3504904.52,Reorder,0.34,79,Valid
INVT000370,PO000370,P0105,WH004,2025-09-18,81,694,231,544,175,213,6661171.2,Normal,3.7199999999999998,544,Valid
INVT000371,PO000371,P0266,WH001,2026-05-29,322,453,378,397,470,103,27767676.69,Reorder,1.71,397,Valid
INVT000372,PO000372,P0211,WH003,2026-02-27,570,974,79,1465,173,144,66987623.1,Overstock,5.5,1465,Valid
INVT000373,PO000373,P0213,WH001,2025-10-23,173,914,1314,0,76,205,0.0,Stockout,0.0,0,Valid
INVT000374,PO000374,P0176,WH003,2026-01-22,320,482,701,101,174,94,3364011.04,Reorder,0.38,101,Valid
INVT000375,PO000375,P0125,WH003,2025-04-30,155,791,662,284,177,14,3421419.0,Normal,1.07,284,Valid
INVT000376,PO000376,P0283,WH002,2025-11-18,699,985,190,1494,321,33,79181417.34,Normal,8.06,1494,Valid
INVT000377,PO000377,P0251,WH001,2025-06-02,306,418,474,250,184,38,8805192.5,Normal,1.08,250,Valid
INVT000378,PO000378,P0023,WH002,2025-04-24,1044,1000,1440,604,301,65,10943211.6,Normal,3.26,604,Valid
INVT000379,PO000379,P0015,WH002,2025-05-08,11,13,12,12,340,128,892960.08,Reorder,0.06,12,Valid
INVT000380,PO000380,P0202,WH001,2025-09-21,245,387,278,354,297,174,10886696.52,Normal,1.53,354,Valid
INVT000381,PO000381,P0087,WH001,2025-10-25,406,251,306,351,237,242,30146568.66,Normal,1.51,351,Valid
INVT000382,PO000382,P0157,WH002,2026-07-21,1576,558,495,1639,432,85,31719271.98,Normal,8.84,1639,Valid
INVT000383,PO000383,P0162,WH003,2025-06-07,398,520,101,817,216,189,48374529.15,Normal,3.07,817,Valid
INVT000384,PO000384,P0269,WH004,2026-02-18,256,475,181,550,252,243,44530436.5,Normal,3.77,550,Valid
INVT000385,PO000385,P0241,WH002,2025-03-16,9,850,794,65,252,138,1701807.9,Reorder,0.35000000000000003,65,Valid
INVT000386,PO000386,P0004,WH001,2025-12-27,143,775,791,127,310,85,8724234.52,Reorder,0.55,127,Valid
INVT000387,PO000387,P0069,WH001,2025-07-19,341,726,917,150,302,96,6252612.0,Reorder,0.65,150,Valid
INVT000388,PO000388,P0159,WH002,2026-01-17,1023,669,784,908,290,206,29269425.4,Normal,4.9,908,Valid
INVT000389,PO000389,P0063,WH004,2026-01-24,472,905,808,569,443,35,19133216.76,Normal,3.9,569,Valid
INVT000390,PO000390,P0088,WH004,2026-05-13,735,146,70,811,384,57,17379997.63,Normal,5.55,811,Valid
INVT000391,PO000391,P0276,WH002,2025-02-12,72,218,132,158,382,193,12981458.54,Reorder,0.85,158,Valid
INVT000392,PO000392,P0174,WH002,2026-05-30,262,268,369,161,391,52,13631234.05,Reorder,0.87,161,Valid
INVT000393,PO000393,P0235,WH004,2025-03-30,423,44,24,443,300,200,23392477.67,Normal,3.03,443,Valid
INVT000394,PO000394,P0112,WH002,2025-12-22,48,570,3,615,439,184,13717390.5,Normal,3.32,615,Valid
INVT000395,PO000395,P0112,WH002,2026-07-09,915,148,98,965,439,184,21998912.0,Normal,5.2,965,Valid
INVT000396,PO000396,P0141,WH003,2026-03-30,748,770,372,1146,230,103,26919872.34,Normal,4.3,1146,Valid
INVT000397,PO000397,P0161,WH003,2025-04-26,52,753,918,0,40,242,0.0,Stockout,0.0,0,Valid
INVT000398,PO000398,P0281,WH004,2025-01-23,128,222,301,49,94,20,2945417.93,Reorder,0.34,49,Valid
INVT000399,PO000399,P0018,WH004,2026-07-23,444,855,59,1240,357,159,36154295.6,Normal,8.49,1240,Valid
INVT000400,PO000400,P0148,WH002,2025-12-27,565,783,870,478,247,48,23385160.54,Normal,2.58,478,Valid
INVT000401,PO000401,P0040,WH003,2025-09-06,498,285,258,525,191,99,23218608.0,Normal,1.97,525,Valid
INVT000402,PO000402,P0198,WH001,2025-10-19,126,875,232,769,38,223,54867996.2,Overstock,3.32,769,Valid
INVT000403,PO000403,P0191,WH002,2025-11-29,726,908,762,872,429,204,61953184.56,Normal,4.7,872,Valid
INVT000404,PO000404,P0164,WH001,2025-11-21,1071,432,565,938,419,83,69244867.16,Normal,4.05,938,Valid
INVT000405,PO000405,P0060,WH001,2026-07-31,729,879,174,1434,311,48,7981213.8,Normal,6.19,1434,Valid
INVT000406,PO000406,P0061,WH003,2026-04-18,926,797,487,1236,232,52,48827314.8,Overstock,4.64,1236,Valid
INVT000407,PO000407,P0150,WH004,2026-01-13,83,976,1454,0,80,75,0.0,Stockout,0.0,0,Valid
INVT000408,PO000408,P0253,WH004,2025-10-11,787,723,557,953,310,246,64795813.73,Normal,6.52,953,Valid
INVT000409,PO000409,P0127,WH003,2025-09-11,447,536,528,455,369,148,35415207.1,Normal,1.71,455,Valid
INVT000410,PO000410,P0289,WH001,2026-05-24,67,864,937,0,22,220,0.0,Stockout,0.0,0,Valid
INVT000411,PO000411,P0243,WH002,2025-08-31,93,922,1222,0,377,159,0.0,Stockout,0.0,0,Valid
INVT000412,PO000412,P0192,WH003,2025-02-20,334,216,190,360,215,162,17936805.6,Normal,1.35,360,Valid
INVT000413,PO000413,P0006,WH004,2026-02-05,142,483,699,0,205,68,0.0,Stockout,0.0,0,Valid
INVT000414,PO000414,P0234,WH002,2025-11-08,159,144,118,185,150,113,3981710.6,Normal,1.0,185,Valid
INVT000415,PO000415,P0092,WH004,2025-06-02,78,901,1147,0,369,36,0.0,Stockout,0.0,0,Valid
INVT000416,PO000416,P0156,WH001,2025-07-15,334,444,521,257,140,169,17504527.0,Normal,1.11,257,Valid
INVT000417,PO000417,P0011,WH003,2026-06-08,175,920,943,152,348,26,8125281.6,Reorder,0.5700000000000001,152,Valid
INVT000418,PO000418,P0012,WH002,2026-01-26,889,885,974,800,307,35,62154016.0,Normal,4.31,800,Valid
INVT000419,PO000419,P0053,WH004,2025-12-09,206,475,278,403,53,166,14897962.95,Overstock,2.76,403,Valid
INVT000420,PO000420,P0082,WH002,2025-01-27,550,765,731,584,151,103,33401354.4,Normal,3.15,584,Valid
INVT000421,PO000421,P0202,WH003,2025-04-09,350,940,864,426,297,174,13427460.36,Normal,1.6,426,Valid
INVT000422,PO000422,P0255,WH003,2026-04-27,551,846,447,950,163,172,42929911.0,Overstock,3.56,950,Valid
INVT000423,PO000423,P0070,WH004,2025-03-28,1155,400,265,1290,306,185,92712648.3,Normal,8.83,1290,Valid
INVT000424,PO000424,P0262,WH001,2026-03-23,15,392,480,0,159,57,0.0,Stockout,0.0,0,Valid
INVT000425,PO000425,P0295,WH003,2025-02-07,422,570,702,290,261,18,17273928.3,Normal,1.09,290,Valid
INVT000426,PO000426,P0232,WH004,2025-04-22,339,765,288,816,293,69,31704880.32,Normal,5.59,816,Valid
INVT000427,PO000427,P0069,WH001,2025-10-18,519,745,161,1103,302,96,44990090.52,Normal,4.76,1103,Valid
INVT000428,PO000428,P0134,WH003,2025-12-27,691,469,599,561,245,14,7737749.58,Normal,2.11,561,Valid
INVT000429,PO000429,P0266,WH003,2025-05-17,361,204,192,373,470,103,28137568.32,Reorder,1.4,373,Valid
INVT000430,PO000430,P0037,WH004,2025-06-27,748,925,1081,592,344,50,19266758.4,Normal,4.05,592,Valid
INVT000431,PO000431,P0116,WH002,2025-12-21,23,845,1156,0,51,95,0.0,Stockout,0.0,0,Valid
INVT000432,PO000432,P0185,WH004,2025-10-03,244,36,28,252,166,111,12968245.08,Normal,1.73,252,Valid
INVT000433,PO000433,P0174,WH004,2025-05-01,1346,375,460,1261,391,52,94780467.34,Normal,8.63,1261,Valid
INVT000434,PO000434,P0081,WH002,2025-01-28,265,586,646,205,211,168,5717185.55,Reorder,1.11,205,Valid
INVT000435,PO000435,P0199,WH003,2025-04-24,691,402,448,645,325,187,41195317.95,Normal,2.42,645,Valid
INVT000436,PO000436,P0287,WH003,2025-05-19,1014,233,288,959,254,99,73976991.48,Normal,3.6,959,Valid
INVT000437,PO000437,P0001,WH002,2025-05-18,848,97,41,904,364,114,42994203.84,Normal,4.87,904,Valid
INVT000438,PO000438,P0166,WH002,2025-07-22,435,624,573,486,209,166,8925598.98,Normal,2.62,486,Valid
INVT000439,PO000439,P0231,WH001,2025-06-18,819,549,137,1231,295,51,49681744.35,Normal,5.31,1231,Valid
INVT000440,PO000440,P0040,WH004,2025-11-16,167,331,188,310,191,99,13278034.7,Normal,2.12,310,Valid
